Top pages,Clicks,Impressions,CTR,Position
https://www.yourpropertyguide.com.au/suburbs/bourke-nsw-2840/rental-market,1,17,5.88%,11.71
https://www.yourpropertyguide.com.au/suburbs/lambton-nsw-2299/vs/new-lambton-nsw-2305,1,17,5.88%,16.82
https://www.yourpropertyguide.com.au/market-reports/sa,1,17,5.88%,33.18
https://www.yourpropertyguide.com.au/suburbs/maralinga-tjarutja-lands-sa-5690,1,16,6.25%,2.69
https://www.yourpropertyguide.com.au/suburbs/woodville-gardens-sa-5012/rental-market,1,16,6.25%,7.62
https://www.yourpropertyguide.com.au/suburbs/reedy-creek-qld-4227/eden-view-drive,1,16,6.25%,8.56
https://www.yourpropertyguide.com.au/suburbs/jimboomba-qld-4280/keswick-street,1,16,6.25%,9.06
https://www.yourpropertyguide.com.au/suburbs/bywong-nsw-2621,1,16,6.25%,9.5
https://www.yourpropertyguide.com.au/suburbs/dakabin-qld-4503/rental-market,1,16,6.25%,9.56
https://www.yourpropertyguide.com.au/property/18-mcaneny-street-redcliffe-qld-4020,1,16,6.25%,9.75
https://www.yourpropertyguide.com.au/suburbs/westlake-qld-4074/tarrabool-street,1,16,6.25%,9.81
https://www.yourpropertyguide.com.au/suburbs/salisbury-park-sa-5109/vs/brahma-lodge-sa-5109,1,16,6.25%,35.25
https://www.yourpropertyguide.com.au/property/22-oradala-court-greenwith-sa-5125,1,15,6.67%,5.6
https://www.yourpropertyguide.com.au/property/unit-502-88-98-king-street-randwick-nsw-2031,1,15,6.67%,6.33
https://www.yourpropertyguide.com.au/suburbs/cullen-bay-nt-0820,1,15,6.67%,6.53
https://www.yourpropertyguide.com.au/suburbs/mabuiag-island-qld-4875,1,15,6.67%,7.2
https://www.yourpropertyguide.com.au/suburbs/tjukurla-wa-0872,1,15,6.67%,7.2
https://www.yourpropertyguide.com.au/suburbs/charbon-nsw-2848,1,15,6.67%,7.33
https://www.yourpropertyguide.com.au/suburbs/swanbank-qld-4306,1,15,6.67%,8.07
https://www.yourpropertyguide.com.au/suburbs/nambour-qld-4560/rental-market,1,15,6.67%,8.33
https://www.yourpropertyguide.com.au/suburbs/humula-nsw-2652,1,15,6.67%,8.4
https://www.yourpropertyguide.com.au/suburbs/rowville-vic-3178/rental-market,1,15,6.67%,8.67
https://www.yourpropertyguide.com.au/suburbs/tarneit-vic-3029/geller-circuit,1,15,6.67%,9.6
https://www.yourpropertyguide.com.au/suburbs/croydon-nsw-2132/rental-market,1,15,6.67%,13.2
https://www.yourpropertyguide.com.au/suburbs/caulfield-east-vic-3145/vs/malvern-east-vic-3145,1,14,7.14%,3.43
https://www.yourpropertyguide.com.au/suburbs/melton-sa-5555,1,14,7.14%,5.71
https://www.yourpropertyguide.com.au/suburbs/glenelg-north-sa-5045/rental-market,1,14,7.14%,7.57
https://www.yourpropertyguide.com.au/suburbs/port-augusta-west-sa-5700/rental-market,1,14,7.14%,8.29
https://www.yourpropertyguide.com.au/postcodes/5158,1,14,7.14%,8.64
https://www.yourpropertyguide.com.au/suburbs/stavely-vic-3379,1,14,7.14%,8.86
https://www.yourpropertyguide.com.au/suburbs/burwood-nsw-2134/nicholson-street,1,14,7.14%,9.14
https://www.yourpropertyguide.com.au/suburbs/doncaster-east-vic-3109,1,14,7.14%,15.21
https://www.yourpropertyguide.com.au/suburbs/brighton-east-vic-3187/rental-market,1,14,7.14%,17
https://www.yourpropertyguide.com.au/suburbs/bentleigh-vic-3204/vs/brighton-east-vic-3187,1,14,7.14%,18.21
https://www.yourpropertyguide.com.au/suburbs/hampton-park-vic-3976/rental-market,1,14,7.14%,20.86
https://www.yourpropertyguide.com.au/property/117-walderton-avenue-balga-wa-6061,1,13,7.69%,5
https://www.yourpropertyguide.com.au/suburbs/newborough-vic-3825/rental-market,1,13,7.69%,6.77
https://www.yourpropertyguide.com.au/suburbs/seacliff-park-sa-5049/rental-market,1,13,7.69%,6.85
https://www.yourpropertyguide.com.au/suburbs/noarlunga-downs-sa-5168/rental-market,1,13,7.69%,7
https://www.yourpropertyguide.com.au/suburbs/hopkins-creek-nsw-2484,1,13,7.69%,7.92
https://www.yourpropertyguide.com.au/suburbs/avondale-heights-vic-3034/rental-market,1,13,7.69%,12.46
https://www.yourpropertyguide.com.au/suburbs/hope-island-qld-4212/schools,1,13,7.69%,13.08
https://www.yourpropertyguide.com.au/suburbs/tamworth-nsw-2340,1,13,7.69%,19.46
https://www.yourpropertyguide.com.au/suburbs/coomera-qld-4209/rental-market,1,13,7.69%,21.23
https://www.yourpropertyguide.com.au/suburbs/south-melbourne-vic-3205/rental-market,1,13,7.69%,33.92
https://www.yourpropertyguide.com.au/suburbs/mount-waverley-vic-3149/vs/ashwood-vic-3147,1,12,8.33%,3.75
https://www.yourpropertyguide.com.au/property/31-logan-drive-wangaratta-vic-3677,1,12,8.33%,6.58
https://www.yourpropertyguide.com.au/suburbs/pualco-range-sa-5440,1,12,8.33%,6.58
https://www.yourpropertyguide.com.au/suburbs/donnybrook-vic-3064/wellow-way,1,12,8.33%,7.42
https://www.yourpropertyguide.com.au/suburbs/smithfield-sa-5114/rental-market,1,12,8.33%,7.75
https://www.yourpropertyguide.com.au/suburbs/kings-langley-nsw-2147/schools,1,12,8.33%,7.83
https://www.yourpropertyguide.com.au/suburbs/hotham-hill-vic-3051,1,12,8.33%,9.42
https://www.yourpropertyguide.com.au/suburbs/tecoma-vic-3160/mcnicol-road,1,12,8.33%,9.42
https://www.yourpropertyguide.com.au/suburbs/blacktown-nsw-2148/fairwater-boulevard,1,12,8.33%,9.67
https://www.yourpropertyguide.com.au/suburbs/palmwoods-qld-4555/rental-market,1,12,8.33%,10.33
https://www.yourpropertyguide.com.au/suburbs/benalla-vic-3672/rental-market,1,12,8.33%,10.67
https://www.yourpropertyguide.com.au/suburbs/merrimac-qld-4226/rental-market,1,12,8.33%,10.75
https://www.yourpropertyguide.com.au/suburbs/cygnet-tas-7112,1,12,8.33%,12.25
https://www.yourpropertyguide.com.au/suburbs/carindale-qld-4152/rental-market,1,12,8.33%,12.92
https://www.yourpropertyguide.com.au/suburbs/planella-qld-4740,1,11,9.09%,3.36
https://www.yourpropertyguide.com.au/suburbs/berwick-vic-3806/columbus-circuit,1,11,9.09%,6.45
https://www.yourpropertyguide.com.au/suburbs/fords-sa-5373,1,11,9.09%,7.55
https://www.yourpropertyguide.com.au/suburbs/wangaratta-vic-3677/leishman-street,1,11,9.09%,7.82
https://www.yourpropertyguide.com.au/suburbs/wangaratta-vic-3677/muntz-street,1,11,9.09%,7.91
https://www.yourpropertyguide.com.au/suburbs/kaimkillenbun-qld-4406,1,11,9.09%,8.09
https://www.yourpropertyguide.com.au/suburbs/nirimba-qld-4551/rental-market,1,11,9.09%,8.27
https://www.yourpropertyguide.com.au/suburbs/forest-lake-qld-4078/schools,1,11,9.09%,8.36
https://www.yourpropertyguide.com.au/suburbs/zetland-nsw-2017/rental-market,1,11,9.09%,8.82
https://www.yourpropertyguide.com.au/suburbs/bordertown-sa-5268/rental-market,1,11,9.09%,9.91
https://www.yourpropertyguide.com.au/suburbs/wollongbar-nsw-2477,1,11,9.09%,10.45
https://www.yourpropertyguide.com.au/property/1-arthur-street-randwick-nsw-2031,1,11,9.09%,10.82
https://www.yourpropertyguide.com.au/suburbs/wallalong-nsw-2320,1,11,9.09%,12
https://www.yourpropertyguide.com.au/suburbs/blacks-beach-qld-4740/rental-market,1,11,9.09%,12.09
https://www.yourpropertyguide.com.au/suburbs/ellenbrook-east-wa-6069/vs/aveley-wa-6069,1,11,9.09%,16.73
https://www.yourpropertyguide.com.au/suburbs/wishart-vic-3189,1,10,10%,3.8
https://www.yourpropertyguide.com.au/property/67-batehaven-crescent-donnybrook-vic-3064,1,10,10%,4.6
https://www.yourpropertyguide.com.au/schools/warragul-regional-college-45563/vs/marist-sion-college-45875,1,10,10%,4.9
https://www.yourpropertyguide.com.au/suburbs/blind-bight-vic-3980/schools,1,10,10%,5.5
https://www.yourpropertyguide.com.au/postcodes/3260,1,10,10%,5.6
https://www.yourpropertyguide.com.au/property/unit-106-6-yarraman-avenue-randwick-nsw-2031,1,10,10%,6.2
https://www.yourpropertyguide.com.au/suburbs/burrill-lake-nsw-2539/schools,1,10,10%,6.3
https://www.yourpropertyguide.com.au/property/13-vega-street-balwyn-north-vic-3104,1,10,10%,7
https://www.yourpropertyguide.com.au/suburbs/brooklyn-tas-7320,1,10,10%,7
https://www.yourpropertyguide.com.au/schools/sophia-college-52744/vs/faith-lutheran-college-plainland-47958,1,10,10%,7.5
https://www.yourpropertyguide.com.au/property/19-paterson-road-walloon-qld-4306,1,10,10%,8.2
https://www.yourpropertyguide.com.au/suburbs/greenwell-point-nsw-2540/adelaide-street,1,10,10%,8.3
https://www.yourpropertyguide.com.au/suburbs/maryborough-qld-4650/hawthorne-street,1,10,10%,9.6
https://www.yourpropertyguide.com.au/suburbs/soldiers-point-nsw-2317,1,10,10%,9.9
https://www.yourpropertyguide.com.au/suburbs/marsfield-nsw-2122/schools,1,10,10%,10.1
https://www.yourpropertyguide.com.au/suburbs/balaklava-sa-5461/christopher-street,1,10,10%,10.3
https://www.yourpropertyguide.com.au/suburbs/redcliffe-qld-4020/bryce-court,1,10,10%,10.3
https://www.yourpropertyguide.com.au/suburbs/beechworth-vic-3747/rental-market,1,10,10%,10.5
https://www.yourpropertyguide.com.au/suburbs/shoreham-vic-3916,1,10,10%,10.5
https://www.yourpropertyguide.com.au/suburbs/fawkner-vic-3060/rental-market,1,10,10%,15.1
https://www.yourpropertyguide.com.au/schools/rolling-hills-primary-school-45107/vs/bimbadeen-heights-primary-school-44969,1,9,11.11%,4.33
https://www.yourpropertyguide.com.au/suburbs/cervantes-wa-6511/vs/jurien-bay-wa-6516,1,9,11.11%,6.44
https://www.yourpropertyguide.com.au/suburbs/fairfield-west-nsw-2165/rental-market,1,9,11.11%,6.67
https://www.yourpropertyguide.com.au/suburbs/brompton-sa-5007/rental-market,1,9,11.11%,7.22
https://www.yourpropertyguide.com.au/suburbs/wivenhoe-qld-4306,1,9,11.11%,7.56
https://www.yourpropertyguide.com.au/suburbs/gosford-west-nsw-2250/vs/gosford-nsw-2250,1,9,11.11%,8.11
https://www.yourpropertyguide.com.au/suburbs/waroona-wa-6215/clements-place,1,9,11.11%,8.22
https://www.yourpropertyguide.com.au/suburbs/peerabeelup-wa-6260,1,9,11.11%,9
https://www.yourpropertyguide.com.au/suburbs/villawood-nsw-2163/rental-market,1,9,11.11%,9
https://www.yourpropertyguide.com.au/suburbs/toogoom-qld-4655/rental-market,1,9,11.11%,9.11
https://www.yourpropertyguide.com.au/suburbs/randwick-nsw-2031/roscrea-avenue,1,9,11.11%,9.44
https://www.yourpropertyguide.com.au/property/47-cogill-road-buderim-qld-4556,1,9,11.11%,9.78
https://www.yourpropertyguide.com.au/suburbs/pendle-hill-nsw-2145/schools,1,9,11.11%,10.33
https://www.yourpropertyguide.com.au/schools/marsden-park-anglican-college-52086/vs/st-luke-s-catholic-college-primary-51471,1,9,11.11%,15.89
https://www.yourpropertyguide.com.au/suburbs/huntly-vic-3551/rental-market,1,9,11.11%,22
https://www.yourpropertyguide.com.au/suburbs/lane-cove-nsw-2066/rental-market,1,9,11.11%,31.56
https://www.yourpropertyguide.com.au/property/unit-513-16-fennelly-street-randwick-nsw-2031,1,8,12.5%,4.25
https://www.yourpropertyguide.com.au/suburbs/raukkan-sa-5259,1,8,12.5%,4.25
https://www.yourpropertyguide.com.au/suburbs/stratham-wa-6237/schools,1,8,12.5%,4.75
https://www.yourpropertyguide.com.au/property/74-brighton-street-bundeena-nsw-2230,1,8,12.5%,5.12
https://www.yourpropertyguide.com.au/suburbs/beulah-park-sa-5067/rental-market,1,8,12.5%,5.62
https://www.yourpropertyguide.com.au/suburbs/brigadoon-wa-6069/schools,1,8,12.5%,5.62
https://www.yourpropertyguide.com.au/regions/napranum,1,8,12.5%,5.88
https://www.yourpropertyguide.com.au/suburbs/potts-hill-nsw-2143/schools,1,8,12.5%,6
https://www.yourpropertyguide.com.au/suburbs/macnamara-act-2615/schools,1,8,12.5%,6.12
https://www.yourpropertyguide.com.au/suburbs/jerrara-nsw-2533,1,8,12.5%,7.12
https://www.yourpropertyguide.com.au/suburbs/toowoomba-mc-qld-4352,1,8,12.5%,7.25
https://www.yourpropertyguide.com.au/suburbs/hanwood-nsw-2680,1,8,12.5%,7.75
https://www.yourpropertyguide.com.au/suburbs/long-beach-nsw-2536/rental-market,1,8,12.5%,7.88
https://www.yourpropertyguide.com.au/property/unit-2-3-callista-court-port-sorell-tas-7307,1,8,12.5%,8
https://www.yourpropertyguide.com.au/property/22-34-cogill-road-buderim-qld-4556,1,8,12.5%,8.12
https://www.yourpropertyguide.com.au/suburbs/peregian-beach-qld-4573/rental-market,1,8,12.5%,8.12
https://www.yourpropertyguide.com.au/suburbs/algester-qld-4115/rental-market,1,8,12.5%,8.75
https://www.yourpropertyguide.com.au/suburbs/canterbury-vic-3126/burnside-avenue,1,8,12.5%,8.88
https://www.yourpropertyguide.com.au/suburbs/marryatville-sa-5068/schools,1,8,12.5%,8.88
https://www.yourpropertyguide.com.au/property/18-wallace-street-burwood-nsw-2134,1,8,12.5%,9
https://www.yourpropertyguide.com.au/suburbs/goldsborough-qld-4865/bullion-street,1,8,12.5%,9.25
https://www.yourpropertyguide.com.au/suburbs/huddleston-sa-5523,1,8,12.5%,9.38
https://www.yourpropertyguide.com.au/suburbs/aberfoyle-park-sa-5159/rental-market,1,8,12.5%,9.5
https://www.yourpropertyguide.com.au/property/75-williams-road-wangaratta-vic-3677,1,8,12.5%,9.62
https://www.yourpropertyguide.com.au/suburbs/newtown-qld-4305,1,8,12.5%,9.75
https://www.yourpropertyguide.com.au/suburbs/reedy-creek-qld-4227/encamp-street,1,8,12.5%,10.62
https://www.yourpropertyguide.com.au/suburbs/eschol-nsw-2830,1,8,12.5%,12.75
https://www.yourpropertyguide.com.au/suburbs/skye-vic-3977/vs/carrum-downs-vic-3201,1,8,12.5%,13
https://www.yourpropertyguide.com.au/suburbs/strathpine-city-qld-4500,1,8,12.5%,13.38
https://www.yourpropertyguide.com.au/schools/haberfield-public-school-41022/vs/st-joan-of-arc-catholic-primary-school-43410,1,8,12.5%,15.25
https://www.yourpropertyguide.com.au/suburbs/normanhurst-nsw-2076/rental-market,1,8,12.5%,27.12
https://www.yourpropertyguide.com.au/suburbs/bankstown-north-nsw-2200/rental-market,1,8,12.5%,42.12
https://www.yourpropertyguide.com.au/property/5-harrison-terrace-stanley-tas-7331,1,7,14.29%,5.71
https://www.yourpropertyguide.com.au/suburbs/mount-warrigal-nsw-2528/schools,1,7,14.29%,6
https://www.yourpropertyguide.com.au/suburbs/narrawallee-nsw-2539/schools,1,7,14.29%,6.29
https://www.yourpropertyguide.com.au/property/21-delany-close-canterbury-vic-3126,1,7,14.29%,6.57
https://www.yourpropertyguide.com.au/suburbs/givelda-qld-4670,1,7,14.29%,6.57
https://www.yourpropertyguide.com.au/property/60-peppercorn-street-sunnybank-hills-qld-4109,1,7,14.29%,7.14
https://www.yourpropertyguide.com.au/suburbs/clearview-sa-5085/schools,1,7,14.29%,7.14
https://www.yourpropertyguide.com.au/property/16-waverley-street-randwick-nsw-2031,1,7,14.29%,7.29
https://www.yourpropertyguide.com.au/suburbs/sturt-sa-5047/rental-market,1,7,14.29%,7.29
https://www.yourpropertyguide.com.au/suburbs/sedan-sa-5353/schools,1,7,14.29%,7.57
https://www.yourpropertyguide.com.au/suburbs/exeter-nsw-2579/parsland-close,1,7,14.29%,7.86
https://www.yourpropertyguide.com.au/suburbs/heidelberg-west-vic-3081/rental-market,1,7,14.29%,7.86
https://www.yourpropertyguide.com.au/suburbs/black-hill-sa-5353,1,7,14.29%,8.14
https://www.yourpropertyguide.com.au/suburbs/whyalla-jenkins-sa-5609,1,7,14.29%,8.14
https://www.yourpropertyguide.com.au/suburbs/copi-hollow-nsw-2879,1,7,14.29%,8.43
https://www.yourpropertyguide.com.au/suburbs/merimbula-nsw-2548/rental-market,1,7,14.29%,8.43
https://www.yourpropertyguide.com.au/suburbs/dunsborough-wa-6281/rental-market,1,7,14.29%,8.71
https://www.yourpropertyguide.com.au/property/30-seattle-street-balwyn-north-vic-3104,1,7,14.29%,9.14
https://www.yourpropertyguide.com.au/suburbs/thornlie-wa-6108/currawong-way,1,7,14.29%,9.71
https://yourpropertyguide.com.au/suburbs/pinnaroo-sa-5304/rent,1,7,14.29%,10.57
https://www.yourpropertyguide.com.au/suburbs/goldsborough-qld-4865/arcidiacono-close,1,7,14.29%,10.71
https://www.yourpropertyguide.com.au/suburbs/greenwith-sa-5125/oradala-court,1,7,14.29%,11.86
https://www.yourpropertyguide.com.au/schools/ironbark-ridge-public-school-41785/vs/rouse-hill-anglican-college-44008,1,7,14.29%,13.29
https://yourpropertyguide.com.au/suburbs/bull-creek-wa-6149,1,7,14.29%,13.43
https://www.yourpropertyguide.com.au/suburbs/midway-point-tas-7171/rental-market,1,7,14.29%,15.57
https://www.yourpropertyguide.com.au/suburbs/googong-nsw-2620/rental-market,1,7,14.29%,17.14
https://www.yourpropertyguide.com.au/schools/banum-warrik-primary-school-53302/vs/gilgai-plains-primary-school-53063,1,7,14.29%,26.71
https://www.yourpropertyguide.com.au/suburbs/bena-vic-3946/schools,1,6,16.67%,2.67
https://www.yourpropertyguide.com.au/schools/quakers-hill-high-school-41846/vs/hambledon-public-school-41774,1,6,16.67%,4
https://www.yourpropertyguide.com.au/property/8-moura-street-manildra-nsw-2865,1,6,16.67%,4.5
https://www.yourpropertyguide.com.au/suburbs/riverina-msc-nsw-2678,1,6,16.67%,5.33
https://www.yourpropertyguide.com.au/property/31-ancrum-street-waverton-nsw-2060,1,6,16.67%,5.5
https://www.yourpropertyguide.com.au/property/unit-3-1-clendon-road-armadale-vic-3143,1,6,16.67%,5.67
https://www.yourpropertyguide.com.au/schools/banora-point-high-school-42387/vs/centaur-public-school-42359,1,6,16.67%,5.67
https://www.yourpropertyguide.com.au/suburbs/para-vista-sa-5093/rental-market,1,6,16.67%,5.83
https://www.yourpropertyguide.com.au/property/987-worlds-end-highway-point-pass-sa-5374,1,6,16.67%,6
https://www.yourpropertyguide.com.au/suburbs/oban-nsw-2365,1,6,16.67%,6.5
https://www.yourpropertyguide.com.au/suburbs/lexton-vic-3352/rental-market,1,6,16.67%,7.17
https://www.yourpropertyguide.com.au/suburbs/clifton-springs-vic-3222/vs/drysdale-vic-3222,1,6,16.67%,8.17
https://www.yourpropertyguide.com.au/suburbs/lakelands-wa-6210/rental-market,1,6,16.67%,8.17
https://www.yourpropertyguide.com.au/property/3-callista-court-port-sorell-tas-7307,1,6,16.67%,8.67
https://www.yourpropertyguide.com.au/suburbs/parrearra-qld-4575/hayman-street,1,6,16.67%,8.83
https://www.yourpropertyguide.com.au/suburbs/greenwith-sa-5125/milford-court,1,6,16.67%,9
https://www.yourpropertyguide.com.au/suburbs/sheffield-tas-7306/hughes-road,1,6,16.67%,9
https://www.yourpropertyguide.com.au/suburbs/north-ryde-nsw-2113/rental-market,1,6,16.67%,9.17
https://www.yourpropertyguide.com.au/suburbs/south-perth-angelo-st-wa-6151/rental-market,1,6,16.67%,9.17
https://www.yourpropertyguide.com.au/property/5-sarsaparilla-way-calderwood-nsw-2527,1,6,16.67%,9.67
https://yourpropertyguide.com.au/suburbs/mountain-gate-vic-3156/buy,1,6,16.67%,9.67
https://www.yourpropertyguide.com.au/schools/milgate-primary-school-45087/vs/doncaster-gardens-primary-school-45240,1,6,16.67%,10
https://www.yourpropertyguide.com.au/suburbs/tarneit-vic-3029/camellia-court,1,6,16.67%,10
https://www.yourpropertyguide.com.au/suburbs/west-end-qld-4101/rental-market,1,6,16.67%,10.33
https://www.yourpropertyguide.com.au/suburbs/westcourt-qld-4870/rental-market,1,6,16.67%,10.33
https://www.yourpropertyguide.com.au/suburbs/norman-park-qld-4170/rental-market,1,6,16.67%,11.33
https://www.yourpropertyguide.com.au/suburbs/reefton-nsw-2666,1,6,16.67%,12.67
https://www.yourpropertyguide.com.au/suburbs/west-gladstone-qld-4680/rental-market,1,6,16.67%,12.83
https://www.yourpropertyguide.com.au/suburbs/eglinton-wa-6034/rental-market,1,6,16.67%,14.67
https://www.yourpropertyguide.com.au/regions/south-canberra,1,6,16.67%,15.83
https://www.yourpropertyguide.com.au/suburbs/canning-vale-south-wa-6155/vs/harrisdale-wa-6112,1,6,16.67%,16
https://www.yourpropertyguide.com.au/suburbs/leumeah-nsw-2560/rental-market,1,6,16.67%,19.33
https://www.yourpropertyguide.com.au/suburbs/colyton-nsw-2760/vs/st-marys-nsw-2760,1,5,20%,2.2
https://www.yourpropertyguide.com.au/property/93-green-street-ivanhoe-vic-3079,1,5,20%,3.8
https://www.yourpropertyguide.com.au/suburbs/temagog-nsw-2440/schools,1,5,20%,4.4
https://www.yourpropertyguide.com.au/property/55-batehaven-crescent-donnybrook-vic-3064,1,5,20%,4.6
https://www.yourpropertyguide.com.au/suburbs/glynde-sa-5070/rental-market,1,5,20%,4.8
https://www.yourpropertyguide.com.au/property/51-delany-close-canterbury-vic-3126,1,5,20%,5.2
https://www.yourpropertyguide.com.au/suburbs/o-connor-act-2602/vs/campbell-act-2612,1,5,20%,5.2
https://www.yourpropertyguide.com.au/property/18-ollis-street-quindalup-wa-6281,1,5,20%,5.4
https://www.yourpropertyguide.com.au/suburbs/buttaba-nsw-2283/schools,1,5,20%,5.6
https://www.yourpropertyguide.com.au/suburbs/kybeyan-nsw-2631,1,5,20%,6
https://www.yourpropertyguide.com.au/property/24-faul-street-adamstown-heights-nsw-2289,1,5,20%,6.2
https://www.yourpropertyguide.com.au/suburbs/trott-park-sa-5158/rental-market,1,5,20%,6.2
https://www.yourpropertyguide.com.au/suburbs/stoneville-wa-6081/ten-acre-way,1,5,20%,6.6
https://www.yourpropertyguide.com.au/suburbs/boompa-qld-4621/thompson-r-road,1,5,20%,6.8
https://www.yourpropertyguide.com.au/property/unit-4-97-hampton-drive-tannum-sands-qld-4680,1,5,20%,7
https://www.yourpropertyguide.com.au/suburbs/aintree-vic-3336/rental-market,1,5,20%,7
https://www.yourpropertyguide.com.au/suburbs/payneham-south-sa-5070/schools,1,5,20%,7
https://www.yourpropertyguide.com.au/property/3-ethel-street-randwick-nsw-2031,1,5,20%,7.2
https://www.yourpropertyguide.com.au/suburbs/yass-nsw-2582/rental-market,1,5,20%,7.2
https://www.yourpropertyguide.com.au/postcodes/2445,1,5,20%,7.4
https://www.yourpropertyguide.com.au/property/13-richardson-street-essendon-vic-3040,1,5,20%,7.4
https://www.yourpropertyguide.com.au/schools/bull-creek-primary-school-48606/vs/oberthur-primary-school-48641,1,5,20%,7.4
https://www.yourpropertyguide.com.au/property/101-wyndham-way-eleebana-nsw-2282,1,5,20%,7.6
https://www.yourpropertyguide.com.au/schools/greystanes-public-school-41633/vs/our-lady-queen-of-peace-primary-school-43172,1,5,20%,7.6
https://www.yourpropertyguide.com.au/property/12-clutha-street-westlake-qld-4074,1,5,20%,7.8
https://www.yourpropertyguide.com.au/suburbs/crystal-brook-sa-5523/rental-market,1,5,20%,8.2
https://www.yourpropertyguide.com.au/suburbs/greenlands-qld-4380,1,5,20%,8.2
https://www.yourpropertyguide.com.au/property/16-monitor-street-adamstown-heights-nsw-2289,1,5,20%,8.8
https://www.yourpropertyguide.com.au/suburbs/mitcham-sa-5062/rental-market,1,5,20%,8.8
https://www.yourpropertyguide.com.au/schools/mowbray-public-school-41271/vs/lane-cove-public-school-41221,1,5,20%,9
https://www.yourpropertyguide.com.au/suburbs/cleveland-qld-4163/schools,1,5,20%,9.4
https://www.yourpropertyguide.com.au/property/14-ney-road-capalaba-qld-4157,1,5,20%,9.6
https://www.yourpropertyguide.com.au/suburbs/buchanan-nsw-2323,1,5,20%,9.6
https://www.yourpropertyguide.com.au/suburbs/sunnybank-hills-qld-4109/ophelia-court,1,5,20%,9.6
https://www.yourpropertyguide.com.au/suburbs/roseville-nsw-2069/rental-market,1,5,20%,10.2
https://www.yourpropertyguide.com.au/property/134-silkyoak-circuit-fitzgibbon-qld-4018,1,5,20%,11
https://www.yourpropertyguide.com.au/suburbs/bli-bli-qld-4560/rental-market,1,5,20%,11.4
https://www.yourpropertyguide.com.au/suburbs/glenmore-nsw-2570,1,5,20%,11.6
https://www.yourpropertyguide.com.au/suburbs/south-nowra-nsw-2541,1,5,20%,12.2
https://www.yourpropertyguide.com.au/suburbs/osborne-park-wa-6017/schools,1,5,20%,13
https://www.yourpropertyguide.com.au/suburbs/ballarat-vic-3350/vs/golden-point-vic-3350,1,5,20%,13.2
https://www.yourpropertyguide.com.au/suburbs/cloncurry-qld-4824/rental-market,1,5,20%,18
https://www.yourpropertyguide.com.au/suburbs/cardiff-south-nsw-2285/rental-market,1,5,20%,19.4
https://www.yourpropertyguide.com.au/suburbs/frenchs-forest-nsw-2086/rental-market,1,5,20%,19.8
https://www.yourpropertyguide.com.au/suburbs/attwood-vic-3049/vs/greenvale-vic-3059,1,4,25%,2.5
https://www.yourpropertyguide.com.au/suburbs/eastlake-qld-4350,1,4,25%,2.5
https://www.yourpropertyguide.com.au/property/5-tyson-crescent-tannum-sands-qld-4680,1,4,25%,3.75
https://www.yourpropertyguide.com.au/suburbs/lucindale-sa-5272/rental-market,1,4,25%,4
https://www.yourpropertyguide.com.au/property/30-kaveri-street-tarneit-vic-3029,1,4,25%,4.25
https://www.yourpropertyguide.com.au/suburbs/foxground-nsw-2534/schools,1,4,25%,4.25
https://www.yourpropertyguide.com.au/property/31-zenith-way-wattleup-wa-6166,1,4,25%,4.5
https://www.yourpropertyguide.com.au/suburbs/cardigan-village-vic-3352/schools,1,4,25%,5.5
https://www.yourpropertyguide.com.au/suburbs/kimba-sa-5641/rental-market,1,4,25%,5.5
https://www.yourpropertyguide.com.au/suburbs/windy-harbour-wa-6262,1,4,25%,5.5
https://www.yourpropertyguide.com.au/postcodes/4806,1,4,25%,5.75
https://www.yourpropertyguide.com.au/property/29-paterson-road-walloon-qld-4306,1,4,25%,5.75
https://www.yourpropertyguide.com.au/suburbs/loombah-nsw-2867,1,4,25%,6
https://www.yourpropertyguide.com.au/property/6-raysource-road-walloon-qld-4306,1,4,25%,6.5
https://www.yourpropertyguide.com.au/suburbs/brahma-lodge-sa-5109/rental-market,1,4,25%,6.5
https://www.yourpropertyguide.com.au/suburbs/kellerberrin-wa-6410/rental-market,1,4,25%,6.5
https://www.yourpropertyguide.com.au/property/1-fraser-avenue-eastgardens-nsw-2036,1,4,25%,6.75
https://www.yourpropertyguide.com.au/property/37-ollis-street-quindalup-wa-6281,1,4,25%,6.75
https://www.yourpropertyguide.com.au/suburbs/west-hoxton-nsw-2171/schools,1,4,25%,6.75
https://www.yourpropertyguide.com.au/property/18-celestial-circuit-tarneit-vic-3029,1,4,25%,7
https://www.yourpropertyguide.com.au/suburbs/bateau-bay-nsw-2261/rental-market,1,4,25%,7
https://www.yourpropertyguide.com.au/suburbs/coutts-crossing-nsw-2460/parklands-drive,1,4,25%,7
https://www.yourpropertyguide.com.au/suburbs/jane-brook-wa-6056/schools,1,4,25%,7
https://www.yourpropertyguide.com.au/property/unit-37-109-111-mount-cotton-road-capalaba-qld-4157,1,4,25%,7.25
https://www.yourpropertyguide.com.au/suburbs/burradoo-nsw-2576/rental-market,1,4,25%,7.25
https://www.yourpropertyguide.com.au/property/14-emery-drive-dingley-village-vic-3172,1,4,25%,7.5
https://www.yourpropertyguide.com.au/suburbs/brabham-wa-6055/schools,1,4,25%,7.5
https://www.yourpropertyguide.com.au/property/unit-4-151-cotlew-street-ashmore-qld-4214,1,4,25%,7.75
https://www.yourpropertyguide.com.au/suburbs/goomeri-qld-4601/rental-market,1,4,25%,8
