page,clicks,impressions,ctr,position
https://www.yourpropertyguide.com.au/property/12-tia-street-clyde-north-vic-3978,0,1,0,7
https://www.yourpropertyguide.com.au/property/12-tooronga-road-willow-grove-vic-3825,0,2,0,9
https://www.yourpropertyguide.com.au/property/12-view-street-canterbury-vic-3126,0,1,0,6
https://www.yourpropertyguide.com.au/property/12-wallace-street-burwood-nsw-2134,0,4,0,8.8
https://www.yourpropertyguide.com.au/property/12-waterhouse-avenue-st-ives-nsw-2075,0,9,0,8.8
https://www.yourpropertyguide.com.au/property/12-wattle-avenue-dalby-qld-4405,0,3,0,9.7
https://www.yourpropertyguide.com.au/property/12-waverton-avenue-waverton-nsw-2060,0,2,0,9.5
https://www.yourpropertyguide.com.au/property/12-wellow-way-donnybrook-vic-3064,0,2,0,5
https://www.yourpropertyguide.com.au/property/12-woodside-avenue-burwood-nsw-2134,0,1,0,7
https://www.yourpropertyguide.com.au/property/12-yeneda-street-balwyn-north-vic-3104,0,3,0,8
https://www.yourpropertyguide.com.au/property/12-yindi-street-buderim-qld-4556,0,3,0,9.7
https://www.yourpropertyguide.com.au/property/12-zante-lane-parrearra-qld-4575,0,6,0,9
https://www.yourpropertyguide.com.au/property/120-mons-road-mons-qld-4556,0,2,0,7
https://www.yourpropertyguide.com.au/property/120-silkyoak-circuit-fitzgibbon-qld-4018,0,1,0,3
https://www.yourpropertyguide.com.au/property/120-westlake-drive-westlake-qld-4074,0,4,0,6.2
https://www.yourpropertyguide.com.au/property/120-williams-road-wangaratta-vic-3677,0,1,0,10
https://www.yourpropertyguide.com.au/property/1204-long-point-road-mullion-creek-nsw-2800,0,2,0,5.5
https://www.yourpropertyguide.com.au/property/121-carnival-boulevard-berwick-vic-3806,0,2,0,7
https://www.yourpropertyguide.com.au/property/121-darley-road-upper-caboolture-qld-4510,0,1,0,5
https://www.yourpropertyguide.com.au/property/121-lexington-parade-adamstown-heights-nsw-2289,0,1,0,12
https://www.yourpropertyguide.com.au/property/121-mons-road-mons-qld-4556,0,1,0,6
https://www.yourpropertyguide.com.au/property/121-terrys-avenue-tecoma-vic-3160,0,1,0,11
https://www.yourpropertyguide.com.au/property/121-williams-road-wangaratta-vic-3677,0,1,0,6
https://www.yourpropertyguide.com.au/property/12121-d-aguilar-highway-yarraman-qld-4614,0,1,0,3
https://www.yourpropertyguide.com.au/property/122-alexandra-street-kawana-qld-4701,0,1,0,6
https://www.yourpropertyguide.com.au/property/122-haynes-street-kawana-qld-4701,0,1,0,7
https://www.yourpropertyguide.com.au/property/122-queen-street-maryborough-qld-4650,0,2,0,7.5
https://www.yourpropertyguide.com.au/property/12200-d-aguilar-highway-yarraman-qld-4614,0,1,0,6
https://www.yourpropertyguide.com.au/property/123-alexandra-street-kawana-qld-4701,0,1,0,8
https://www.yourpropertyguide.com.au/property/123-broughton-street-tumut-nsw-2720,0,1,0,7
https://www.yourpropertyguide.com.au/property/123-cogill-road-buderim-qld-4556,0,4,0,9.2
https://www.yourpropertyguide.com.au/property/123-glenlofty-warrenmang-road-glenlofty-vic-3469,0,1,0,7
https://www.yourpropertyguide.com.au/property/12360-d-aguilar-highway-yarraman-qld-4614,0,3,0,5.7
https://www.yourpropertyguide.com.au/property/124-haynes-street-kawana-qld-4701,0,3,0,10
https://www.yourpropertyguide.com.au/property/124-partridge-way-thornlie-wa-6108,0,1,0,8
https://www.yourpropertyguide.com.au/property/124-silkyoak-circuit-fitzgibbon-qld-4018,0,3,0,6
https://www.yourpropertyguide.com.au/property/125-blairs-road-yallourn-north-vic-3825,0,2,0,5
https://www.yourpropertyguide.com.au/property/125-blaxlands-flat-road-coutts-crossing-nsw-2460,0,1,0,7
https://www.yourpropertyguide.com.au/property/125-cogill-road-buderim-qld-4556,0,2,0,6
https://www.yourpropertyguide.com.au/property/1258-yellowbox-road-manildra-nsw-2865,0,1,0,7
https://www.yourpropertyguide.com.au/property/126-128-lindsay-road-buderim-qld-4556,0,2,0,10
https://www.yourpropertyguide.com.au/property/126-clontarf-street-sorrento-wa-6020,0,1,0,9
https://www.yourpropertyguide.com.au/property/126-darley-road-upper-caboolture-qld-4510,0,2,0,11
https://www.yourpropertyguide.com.au/property/126-haynes-street-kawana-qld-4701,0,1,0,7
https://www.yourpropertyguide.com.au/property/126-taylors-road-walloon-qld-4306,0,7,0,10.3
https://www.yourpropertyguide.com.au/property/126-tennyson-road-tennyson-point-nsw-2111,0,3,0,7
https://www.yourpropertyguide.com.au/property/127-alexandra-street-kawana-qld-4701,0,1,0,8
https://www.yourpropertyguide.com.au/property/127-bundeena-drive-bundeena-nsw-2230,0,1,0,7
https://www.yourpropertyguide.com.au/property/127-high-street-inverleigh-vic-3321,0,1,0,8
https://www.yourpropertyguide.com.au/property/127-westlake-drive-westlake-qld-4074,0,1,0,11
https://www.yourpropertyguide.com.au/property/1278-worlds-end-highway-point-pass-sa-5374,0,1,0,4
https://www.yourpropertyguide.com.au/property/127a-clontarf-street-sorrento-wa-6020,0,1,0,9
https://www.yourpropertyguide.com.au/property/128-mount-cotton-road-capalaba-qld-4157,0,1,0,11
https://www.yourpropertyguide.com.au/property/128-partridge-way-thornlie-wa-6108,0,2,0,10.5
https://www.yourpropertyguide.com.au/property/128-range-road-mullion-creek-nsw-2800,0,1,0,5
https://www.yourpropertyguide.com.au/property/128-silkyoak-circuit-fitzgibbon-qld-4018,0,3,0,6
https://www.yourpropertyguide.com.au/property/128-tennyson-road-tennyson-point-nsw-2111,0,2,0,8
https://www.yourpropertyguide.com.au/property/128-walderton-avenue-balga-wa-6061,0,1,0,7
https://www.yourpropertyguide.com.au/property/128-westlake-drive-westlake-qld-4074,0,2,0,10
https://www.yourpropertyguide.com.au/property/1280-wirrabara-appila-road-appila-sa-5480,0,1,0,5
https://www.yourpropertyguide.com.au/property/129-clontarf-street-sorrento-wa-6020,0,2,0,4.5
https://www.yourpropertyguide.com.au/property/129-haynes-street-kawana-qld-4701,0,1,0,7
https://www.yourpropertyguide.com.au/property/129-mount-cotton-road-capalaba-qld-4157,0,2,0,3.5
https://www.yourpropertyguide.com.au/property/129-westlake-drive-westlake-qld-4074,0,1,0,7
https://www.yourpropertyguide.com.au/property/129-williams-road-wangaratta-vic-3677,0,1,0,7
https://www.yourpropertyguide.com.au/property/12a-kennedy-street-melville-wa-6156,0,4,0,5.2
https://www.yourpropertyguide.com.au/property/12a-ollis-street-quindalup-wa-6281,0,3,0,4
https://www.yourpropertyguide.com.au/property/12a-view-street-canterbury-vic-3126,0,3,0,8.3
https://www.yourpropertyguide.com.au/property/12b-kennedy-street-melville-wa-6156,0,1,0,7
https://www.yourpropertyguide.com.au/property/12b-pearson-street-lambton-nsw-2299,0,2,0,6.5
https://www.yourpropertyguide.com.au/property/13-agate-drive-tarneit-vic-3029,0,1,0,5
https://www.yourpropertyguide.com.au/property/13-albert-street-sheffield-tas-7306,0,2,0,5.5
https://www.yourpropertyguide.com.au/property/13-allambie-street-tarneit-vic-3029,0,6,0,6
https://www.yourpropertyguide.com.au/property/13-ambrose-avenue-gilead-nsw-2560,0,2,0,8
https://www.yourpropertyguide.com.au/property/13-antoinette-street-tarneit-vic-3029,0,2,0,7
https://www.yourpropertyguide.com.au/property/13-archer-street-kangaroo-flat-vic-3555,0,1,0,10
https://www.yourpropertyguide.com.au/property/13-arthur-street-randwick-nsw-2031,0,6,0,9
https://www.yourpropertyguide.com.au/property/13-barker-street-kawana-qld-4701,0,2,0,7
https://www.yourpropertyguide.com.au/property/13-barnett-drive-kangaroo-flat-vic-3555,0,4,0,9.5
https://www.yourpropertyguide.com.au/property/13-barrier-close-buderim-qld-4556,0,3,0,8
https://www.yourpropertyguide.com.au/property/13-benambra-street-tarneit-vic-3029,0,4,0,7.2
https://www.yourpropertyguide.com.au/property/13-benny-avenue-port-noarlunga-sa-5167,0,2,0,6
https://www.yourpropertyguide.com.au/property/13-bryant-street-tighes-hill-nsw-2297,0,1,0,7
https://www.yourpropertyguide.com.au/property/13-bunyip-avenue-gilead-nsw-2560,0,1,0,6
https://www.yourpropertyguide.com.au/property/13-burkes-street-donnybrook-vic-3064,0,3,0,7
https://www.yourpropertyguide.com.au/property/13-byron-street-canterbury-vic-3126,0,1,0,10
https://www.yourpropertyguide.com.au/property/13-calf-street-donnybrook-vic-3064,0,10,0,9.4
https://www.yourpropertyguide.com.au/property/13-celestial-circuit-tarneit-vic-3029,0,3,0,7.3
https://www.yourpropertyguide.com.au/property/13-celosia-way-tarneit-vic-3029,0,3,0,5
https://www.yourpropertyguide.com.au/property/13-centinela-street-tarneit-vic-3029,0,3,0,8.3
https://www.yourpropertyguide.com.au/property/13-city-road-adamstown-heights-nsw-2289,0,2,0,6.5
https://www.yourpropertyguide.com.au/property/13-claremont-avenue-adamstown-heights-nsw-2289,0,6,0,6.5
https://www.yourpropertyguide.com.au/property/13-clearview-road-coutts-crossing-nsw-2460,0,2,0,9.5
https://www.yourpropertyguide.com.au/property/13-clendon-road-armadale-vic-3143,0,1,0,11
https://www.yourpropertyguide.com.au/property/13-cliffords-road-saltwater-river-tas-7186,0,1,0,10
https://www.yourpropertyguide.com.au/property/13-couttaroo-place-coutts-crossing-nsw-2460,0,11,0,4.8
https://www.yourpropertyguide.com.au/property/13-cross-street-kangaroo-flat-vic-3555,0,1,0,5
https://www.yourpropertyguide.com.au/property/13-daintree-entrance-donnybrook-vic-3064,0,1,0,8
https://www.yourpropertyguide.com.au/property/13-davis-way-walloon-qld-4306,0,5,0,8.6
https://www.yourpropertyguide.com.au/property/13-dixon-street-wangaratta-vic-3677,0,3,0,7
https://www.yourpropertyguide.com.au/property/13-dolphin-street-randwick-nsw-2031,0,1,0,6
https://www.yourpropertyguide.com.au/property/13-duke-street-avondale-heights-vic-3034,0,1,0,9
https://www.yourpropertyguide.com.au/property/13-elizabeth-street-tighes-hill-nsw-2297,0,4,0,5.8
https://www.yourpropertyguide.com.au/property/13-ellendale-street-balwyn-north-vic-3104,0,6,0,6.2
https://www.yourpropertyguide.com.au/property/13-emery-drive-dingley-village-vic-3172,0,1,0,6
https://www.yourpropertyguide.com.au/property/13-fairview-road-kangaroo-flat-vic-3555,0,2,0,5.5
https://www.yourpropertyguide.com.au/property/13-fringe-glade-blacktown-nsw-2148,0,10,0,5.4
https://www.yourpropertyguide.com.au/property/13-generosa-grove-tarneit-vic-3029,0,18,0,8.1
https://www.yourpropertyguide.com.au/property/13-gibson-street-capalaba-qld-4157,0,2,0,10
https://www.yourpropertyguide.com.au/property/13-glenthorn-avenue-balwyn-north-vic-3104,0,3,0,11
https://www.yourpropertyguide.com.au/property/13-greenlane-avenue-clarendon-vale-tas-7019,0,1,0,5
https://www.yourpropertyguide.com.au/property/13-guildford-crescent-narre-warren-vic-3805,0,1,0,11
https://www.yourpropertyguide.com.au/property/13-harvester-street-gilead-nsw-2560,0,1,0,5
https://www.yourpropertyguide.com.au/property/13-heartlands-boulevard-tarneit-vic-3029,0,1,0,5
https://www.yourpropertyguide.com.au/property/13-heath-place-thornlie-wa-6108,0,5,0,8.8
https://www.yourpropertyguide.com.au/property/13-hertfordshire-street-elizabeth-hills-nsw-2171,0,8,0,6.2
https://www.yourpropertyguide.com.au/property/13-hodda-drive-kawana-qld-4701,0,1,0,6
https://www.yourpropertyguide.com.au/property/13-honeyeater-close-buderim-qld-4556,0,13,0,9.6
https://www.yourpropertyguide.com.au/property/13-hutcheon-street-kawana-qld-4701,0,1,0,7
https://www.yourpropertyguide.com.au/property/13-irontree-close-kangaroo-flat-vic-3555,0,4,0,7.2
https://www.yourpropertyguide.com.au/property/13-iroquois-drive-north-richmond-nsw-2754,0,3,0,5.3
https://www.yourpropertyguide.com.au/property/13-kardella-street-ashmore-qld-4214,0,1,0,9
https://www.yourpropertyguide.com.au/property/13-kaveri-street-tarneit-vic-3029,0,1,0,5
https://www.yourpropertyguide.com.au/property/13-keeper-court-mount-louisa-qld-4814,0,3,0,7.7
https://www.yourpropertyguide.com.au/property/13-kempwood-close-adamstown-heights-nsw-2289,0,1,0,8
https://www.yourpropertyguide.com.au/property/13-kiora-street-gilead-nsw-2560,0,3,0,10
https://www.yourpropertyguide.com.au/property/13-lehmann-court-buderim-qld-4556,0,6,0,5.5
https://www.yourpropertyguide.com.au/property/13-lindsay-street-kangaroo-flat-vic-3555,0,4,0,7
https://www.yourpropertyguide.com.au/property/13-longmore-street-kangaroo-flat-vic-3555,0,1,0,9
https://www.yourpropertyguide.com.au/property/13-lucas-crescent-adamstown-heights-nsw-2289,0,1,0,8
https://www.yourpropertyguide.com.au/property/13-madeleine-street-nirimba-qld-4551,0,1,0,7
https://www.yourpropertyguide.com.au/property/13-magellan-crescent-kangaroo-flat-vic-3555,0,1,0,6
https://www.yourpropertyguide.com.au/property/13-manning-circuit-tarneit-vic-3029,0,8,0,6.5
https://www.yourpropertyguide.com.au/property/13-mathewson-street-eastgardens-nsw-2036,0,2,0,5
https://www.yourpropertyguide.com.au/property/13-maylie-close-ambarvale-nsw-2560,0,1,0,7
https://www.yourpropertyguide.com.au/property/13-mcarthur-parade-mangerton-nsw-2500,0,2,0,6
https://www.yourpropertyguide.com.au/property/13-mcphail-road-tragowel-vic-3579,0,1,0,9
https://www.yourpropertyguide.com.au/property/13-monitor-street-adamstown-heights-nsw-2289,0,1,0,6
https://www.yourpropertyguide.com.au/property/13-montrose-avenue-adamstown-heights-nsw-2289,0,1,0,7
https://www.yourpropertyguide.com.au/property/13-moorhouse-street-armadale-vic-3143,0,14,0,9.2
https://www.yourpropertyguide.com.au/property/13-naughton-court-greenwith-sa-5125,0,1,0,8
https://www.yourpropertyguide.com.au/property/13-nella-dan-court-greenwith-sa-5125,0,1,0,4
https://www.yourpropertyguide.com.au/property/13-ollis-street-quindalup-wa-6281,0,6,0,9.3
https://www.yourpropertyguide.com.au/property/13-oscar-place-eastgardens-nsw-2036,0,6,0,9.3
https://www.yourpropertyguide.com.au/property/13-paterson-road-walloon-qld-4306,0,1,0,5
https://www.yourpropertyguide.com.au/property/13-pine-street-yarraman-qld-4614,0,3,0,9.3
https://www.yourpropertyguide.com.au/property/13-poinciana-avenue-nirimba-qld-4551,0,2,0,8
https://www.yourpropertyguide.com.au/property/13-power-street-tarneit-vic-3029,0,2,0,7
https://www.yourpropertyguide.com.au/property/13-ring-avenue-clyde-north-vic-3978,0,1,0,4
https://www.yourpropertyguide.com.au/property/13-saul-avenue-berwick-vic-3806,0,2,0,7
https://www.yourpropertyguide.com.au/property/13-shepherd-drive-mullion-creek-nsw-2800,0,7,0,5.1
https://www.yourpropertyguide.com.au/property/13-sully-court-diggers-rest-vic-3427,0,2,0,6
https://www.yourpropertyguide.com.au/property/13-sunskink-road-diggers-rest-vic-3427,0,1,0,6
https://www.yourpropertyguide.com.au/property/13-swanley-street-donnybrook-vic-3064,0,1,0,10
https://www.yourpropertyguide.com.au/property/13-talisker-court-greenwith-sa-5125,0,1,0,10
https://www.yourpropertyguide.com.au/property/13-tangor-rise-tarneit-vic-3029,0,1,0,8
https://www.yourpropertyguide.com.au/property/13-thomas-street-bunbury-wa-6230,0,6,0,12.3
https://www.yourpropertyguide.com.au/property/13-tratton-street-balga-wa-6061,0,1,0,5
https://www.yourpropertyguide.com.au/property/13-twin-street-sun-valley-qld-4680,0,1,0,7
https://www.yourpropertyguide.com.au/property/13-warby-place-charnwood-act-2615,0,1,0,9
https://www.yourpropertyguide.com.au/property/13-waverley-street-randwick-nsw-2031,0,14,0,15.1
https://www.yourpropertyguide.com.au/property/13-william-drive-kangaroo-flat-vic-3555,0,1,0,9
https://www.yourpropertyguide.com.au/property/13-wynyard-way-thornlie-wa-6108,0,1,0,7
https://www.yourpropertyguide.com.au/property/13-zenith-way-wattleup-wa-6166,0,2,0,6.5
https://www.yourpropertyguide.com.au/property/130-clontarf-street-sorrento-wa-6020,0,1,0,11
https://www.yourpropertyguide.com.au/property/130-mons-road-mons-qld-4556,0,1,0,13
https://www.yourpropertyguide.com.au/property/131-clontarf-street-sorrento-wa-6020,0,4,0,8.8
https://www.yourpropertyguide.com.au/property/131-mons-road-mons-qld-4556,0,2,0,8.5
https://www.yourpropertyguide.com.au/property/132-134-taylors-road-walloon-qld-4306,0,1,0,6
https://www.yourpropertyguide.com.au/property/132-taylors-road-walloon-qld-4306,0,4,0,10.2
https://www.yourpropertyguide.com.au/property/132-walderton-avenue-balga-wa-6061,0,2,0,6
https://www.yourpropertyguide.com.au/property/1328-back-creek-road-maidenhead-qld-4385,0,2,0,8.5
https://www.yourpropertyguide.com.au/property/132a-walderton-avenue-balga-wa-6061,0,1,0,5
https://www.yourpropertyguide.com.au/property/132b-walderton-avenue-balga-wa-6061,0,2,0,6.5
https://www.yourpropertyguide.com.au/property/133-135-high-street-kangaroo-flat-vic-3555,0,2,0,9.5
https://www.yourpropertyguide.com.au/property/133-belu-lane-raglan-qld-4697,0,2,0,9
https://www.yourpropertyguide.com.au/property/133-dalhunty-street-tumut-nsw-2720,0,1,0,10
https://www.yourpropertyguide.com.au/property/133-lindsay-road-buderim-qld-4556,0,5,0,8
https://www.yourpropertyguide.com.au/property/133-richardson-road-kawana-qld-4701,0,2,0,4
https://www.yourpropertyguide.com.au/property/134-days-road-sheffield-tas-7306,0,1,0,9
https://www.yourpropertyguide.com.au/property/134-malugas-road-mella-tas-7330,0,1,0,5
https://www.yourpropertyguide.com.au/property/134-sandy-swamp-road-coutts-crossing-nsw-2460,0,1,0,6
https://www.yourpropertyguide.com.au/property/134a-tennyson-road-tennyson-point-nsw-2111,0,2,0,6
https://www.yourpropertyguide.com.au/property/135-east-street-narrandera-nsw-2700,0,3,0,9.3
https://www.yourpropertyguide.com.au/property/135-williams-road-wangaratta-vic-3677,0,2,0,6
https://www.yourpropertyguide.com.au/property/1352-long-point-road-mullion-creek-nsw-2800,0,1,0,6
https://www.yourpropertyguide.com.au/property/136-alexandra-street-kawana-qld-4701,0,1,0,3
https://www.yourpropertyguide.com.au/property/136-high-street-kangaroo-flat-vic-3555,0,1,0,2
https://www.yourpropertyguide.com.au/property/136-taylors-road-walloon-qld-4306,0,2,0,11
https://www.yourpropertyguide.com.au/property/1366-diagonal-road-coles-sa-5272,0,1,0,9
https://www.yourpropertyguide.com.au/property/136b-walderton-avenue-balga-wa-6061,0,1,0,10
https://www.yourpropertyguide.com.au/property/137-elliott-street-waroona-wa-6215,0,2,0,5
https://www.yourpropertyguide.com.au/property/137-high-street-kangaroo-flat-vic-3555,0,2,0,8.5
https://www.yourpropertyguide.com.au/property/137-lindsay-road-buderim-qld-4556,0,6,0,8.2
https://www.yourpropertyguide.com.au/property/137-princeton-avenue-adamstown-heights-nsw-2289,0,4,0,8.8
https://www.yourpropertyguide.com.au/property/137-tennyson-road-tennyson-point-nsw-2111,0,2,0,11
https://www.yourpropertyguide.com.au/property/137-terrys-avenue-tecoma-vic-3160,0,2,0,6.5
https://www.yourpropertyguide.com.au/property/137-westlake-drive-westlake-qld-4074,0,2,0,9
https://www.yourpropertyguide.com.au/property/137a-tennyson-road-tennyson-point-nsw-2111,0,8,0,9.6
https://www.yourpropertyguide.com.au/property/138-silkyoak-circuit-fitzgibbon-qld-4018,0,2,0,9.5
https://www.yourpropertyguide.com.au/property/139-clearview-road-coutts-crossing-nsw-2460,0,4,0,8.2
https://www.yourpropertyguide.com.au/property/139-haynes-street-kawana-qld-4701,0,1,0,11
https://www.yourpropertyguide.com.au/property/139-terrys-avenue-tecoma-vic-3160,0,2,0,8
https://www.yourpropertyguide.com.au/property/13a-beatrice-avenue-aberfeldie-vic-3040,0,5,0,9.2
https://www.yourpropertyguide.com.au/property/13a-duke-street-avondale-heights-vic-3034,0,5,0,7.4
https://www.yourpropertyguide.com.au/property/13a-moorhouse-street-armadale-vic-3143,0,53,0,8.1
https://www.yourpropertyguide.com.au/property/14-16-hempenstall-street-kawana-qld-4701,0,1,0,5
https://www.yourpropertyguide.com.au/property/14-16-mellor-street-gympie-qld-4570,0,2,0,6.5
https://www.yourpropertyguide.com.au/property/14-16-williams-road-wangaratta-vic-3677,0,2,0,10
https://www.yourpropertyguide.com.au/property/14-24-redwood-circle-jimboomba-qld-4280,0,8,0,7.9
https://www.yourpropertyguide.com.au/property/14-agate-drive-tarneit-vic-3029,0,11,0,7.4
https://www.yourpropertyguide.com.au/property/14-allambie-street-tarneit-vic-3029,0,6,0,3.7
https://www.yourpropertyguide.com.au/property/14-ambigua-way-donnybrook-vic-3064,0,4,0,12.2
https://www.yourpropertyguide.com.au/property/14-andie-way-tarneit-vic-3029,0,10,0,7.2
https://www.yourpropertyguide.com.au/property/14-antonio-road-tarneit-vic-3029,0,1,0,6
https://www.yourpropertyguide.com.au/property/14-argyle-crescent-randwick-nsw-2031,0,13,0,5.8
https://www.yourpropertyguide.com.au/property/14-ashbury-street-adamstown-heights-nsw-2289,0,1,0,9
https://www.yourpropertyguide.com.au/property/14-aurora-way-wodonga-vic-3690,0,4,0,6.8
https://www.yourpropertyguide.com.au/property/14-ballater-street-essendon-vic-3040,0,1,0,10
https://www.yourpropertyguide.com.au/property/14-banyan-way-tarneit-vic-3029,0,4,0,5.5
https://www.yourpropertyguide.com.au/property/14-barker-street-kawana-qld-4701,0,1,0,6
https://www.yourpropertyguide.com.au/property/14-bathurst-way-mount-louisa-qld-4814,0,2,0,6
https://www.yourpropertyguide.com.au/property/14-benambra-street-tarneit-vic-3029,0,4,0,8.2
https://www.yourpropertyguide.com.au/property/14-besley-street-buderim-qld-4556,0,1,0,6
https://www.yourpropertyguide.com.au/property/14-bingham-street-tarneit-vic-3029,0,3,0,6
https://www.yourpropertyguide.com.au/property/14-birregurra-drive-tarneit-vic-3029,0,4,0,21
https://www.yourpropertyguide.com.au/property/14-bowen-street-st-helens-tas-7216,0,3,0,6
https://www.yourpropertyguide.com.au/property/14-brandon-place-st-ives-nsw-2075,0,1,0,7
https://www.yourpropertyguide.com.au/property/14-bunyip-avenue-gilead-nsw-2560,0,1,0,6
https://www.yourpropertyguide.com.au/property/14-caroona-close-adamstown-heights-nsw-2289,0,1,0,7
https://www.yourpropertyguide.com.au/property/14-celestial-circuit-tarneit-vic-3029,0,1,0,9
https://www.yourpropertyguide.com.au/property/14-celosia-way-tarneit-vic-3029,0,18,0,7.6
https://www.yourpropertyguide.com.au/property/14-clendon-road-armadale-vic-3143,0,10,0,8.1
https://www.yourpropertyguide.com.au/property/14-cliffords-road-saltwater-river-tas-7186,0,1,0,10
https://www.yourpropertyguide.com.au/property/14-clontarf-street-sorrento-wa-6020,0,2,0,11
https://www.yourpropertyguide.com.au/property/14-collins-street-kangaroo-flat-vic-3555,0,8,0,7.8
https://www.yourpropertyguide.com.au/property/14-couttaroo-place-coutts-crossing-nsw-2460,0,1,0,4
https://www.yourpropertyguide.com.au/property/14-crisp-street-essendon-vic-3040,0,5,0,9.4
https://www.yourpropertyguide.com.au/property/14-daintree-entrance-donnybrook-vic-3064,0,6,0,7.5
https://www.yourpropertyguide.com.au/property/14-darragh-street-tannum-sands-qld-4680,0,4,0,10
https://www.yourpropertyguide.com.au/property/14-davis-way-walloon-qld-4306,0,1,0,5
https://www.yourpropertyguide.com.au/property/14-dix-street-redcliffe-qld-4020,0,2,0,10
https://www.yourpropertyguide.com.au/property/14-dodd-court-mooroobool-qld-4870,0,1,0,9
https://www.yourpropertyguide.com.au/property/14-dolphin-street-randwick-nsw-2031,0,7,0,7.3
https://www.yourpropertyguide.com.au/property/14-duke-street-gympie-qld-4570,0,1,0,11
https://www.yourpropertyguide.com.au/property/14-duke-street-kangaroo-flat-vic-3555,0,1,0,7
https://www.yourpropertyguide.com.au/property/14-elizabeth-street-tighes-hill-nsw-2297,0,1,0,8
https://www.yourpropertyguide.com.au/property/14-ellison-street-gilead-nsw-2560,0,2,0,5.5
https://www.yourpropertyguide.com.au/property/14-ellsworth-drive-mount-louisa-qld-4814,0,4,0,57.8
https://www.yourpropertyguide.com.au/property/14-essendon-street-summerhill-tas-7250,0,1,0,10
https://www.yourpropertyguide.com.au/property/14-ethel-street-randwick-nsw-2031,0,1,0,8
https://www.yourpropertyguide.com.au/property/14-faul-street-adamstown-heights-nsw-2289,0,1,0,6
https://www.yourpropertyguide.com.au/property/14-fennelly-street-randwick-nsw-2031,0,3,0,5.3
https://www.yourpropertyguide.com.au/property/14-frampton-drive-gilead-nsw-2560,0,2,0,7.5
https://www.yourpropertyguide.com.au/property/14-generosa-grove-tarneit-vic-3029,0,1,0,9
https://www.yourpropertyguide.com.au/property/14-grand-manor-drive-berwick-vic-3806,0,1,0,9
https://www.yourpropertyguide.com.au/property/14-grandview-street-wycheproof-vic-3527,0,3,0,5
https://www.yourpropertyguide.com.au/property/14-greenlane-avenue-clarendon-vale-tas-7019,0,1,0,7
https://www.yourpropertyguide.com.au/property/14-grey-road-mirboo-north-vic-3871,0,1,0,3
https://www.yourpropertyguide.com.au/property/14-haggartys-avenue-karrabin-qld-4306,0,8,0,7.9
https://www.yourpropertyguide.com.au/property/14-heartlands-boulevard-tarneit-vic-3029,0,5,0,6.8
https://www.yourpropertyguide.com.au/property/14-hill-street-kangaroo-flat-vic-3555,0,1,0,2
https://www.yourpropertyguide.com.au/property/14-hillsborough-crescent-berwick-vic-3806,0,1,0,5
https://www.yourpropertyguide.com.au/property/14-honeyeater-close-buderim-qld-4556,0,3,0,9
https://www.yourpropertyguide.com.au/property/14-ingham-street-kawana-qld-4701,0,1,0,10
https://www.yourpropertyguide.com.au/property/14-intrepid-street-berwick-vic-3806,0,1,0,6
https://www.yourpropertyguide.com.au/property/14-jackwood-drive-clyde-north-vic-3978,0,3,0,5.7
https://www.yourpropertyguide.com.au/property/14-jingellic-drive-buderim-qld-4556,0,3,0,10
https://www.yourpropertyguide.com.au/property/14-jolly-street-wycheproof-vic-3527,0,3,0,7.3
https://www.yourpropertyguide.com.au/property/14-keeper-court-mount-louisa-qld-4814,0,1,0,8
https://www.yourpropertyguide.com.au/property/14-kempwood-close-adamstown-heights-nsw-2289,0,1,0,5
https://www.yourpropertyguide.com.au/property/14-knox-court-mount-louisa-qld-4814,0,1,0,5
https://www.yourpropertyguide.com.au/property/14-kroymans-drive-mount-louisa-qld-4814,0,2,0,6
https://www.yourpropertyguide.com.au/property/14-lakkari-street-coutts-crossing-nsw-2460,0,1,0,11
https://www.yourpropertyguide.com.au/property/14-lancaster-road-mckail-wa-6330,0,3,0,8.7
https://www.yourpropertyguide.com.au/property/14-lansbury-close-adamstown-heights-nsw-2289,0,2,0,8.5
https://www.yourpropertyguide.com.au/property/14-limelight-street-tarneit-vic-3029,0,4,0,6.2
https://www.yourpropertyguide.com.au/property/14-lindsay-road-buderim-qld-4556,0,1,0,11
https://www.yourpropertyguide.com.au/property/14-lucas-crescent-adamstown-heights-nsw-2289,0,3,0,8.7
https://www.yourpropertyguide.com.au/property/14-marloo-drive-tannum-sands-qld-4680,0,4,0,7.5
https://www.yourpropertyguide.com.au/property/14-mathewson-street-eastgardens-nsw-2036,0,2,0,9.5
https://www.yourpropertyguide.com.au/property/14-mchatton-street-waverton-nsw-2060,0,1,0,9
https://www.yourpropertyguide.com.au/property/14-mcilwraith-street-kawana-qld-4701,0,1,0,6
https://www.yourpropertyguide.com.au/property/14-merinda-close-adamstown-heights-nsw-2289,0,1,0,8
https://www.yourpropertyguide.com.au/property/14-merval-court-mons-qld-4556,0,2,0,9
https://www.yourpropertyguide.com.au/property/14-milton-street-canterbury-vic-3126,0,1,0,8
https://www.yourpropertyguide.com.au/property/14-mountain-top-court-mons-qld-4556,0,1,0,5
https://www.yourpropertyguide.com.au/property/14-murray-road-port-noarlunga-sa-5167,0,2,0,6.5
https://www.yourpropertyguide.com.au/property/14-neath-street-sunnybank-hills-qld-4109,0,2,0,5.5
