url,template,clicks,impressions,position
https://www.yourpropertyguide.com.au/postcodes/3149,postcodes,0,2,8.0
https://www.yourpropertyguide.com.au/suburbs/bayview-nsw-2104/pittwater-road,suburb street,0,2,7.0
https://www.yourpropertyguide.com.au/market-reports/qld,market-reports,0,2,10.0
https://www.yourpropertyguide.com.au/glossary/restrictive-covenant,glossary,0,2,8.0
https://www.yourpropertyguide.com.au/suburbs/humpty-doo-nt-0836/mudlark-road,suburb street,0,2,5.0
https://www.yourpropertyguide.com.au/postcodes/2168,postcodes,0,2,6.0
https://www.yourpropertyguide.com.au/suburbs/wolli-creek-nsw-2205,suburb profile,0,2,8.0
https://www.yourpropertyguide.com.au/suburbs/burpengary-qld-4505/new-settlement-road,suburb street,0,2,8.0
https://www.yourpropertyguide.com.au/postcodes/3870,postcodes,0,2,4.0
https://www.yourpropertyguide.com.au/suburbs/morayfield-qld-4506/sherwood-street,suburb street,0,2,10.0
https://www.yourpropertyguide.com.au/suburbs/caboolture-qld-4510/urban-road,suburb street,0,2,8.0
https://www.yourpropertyguide.com.au/suburbs/melbourne-vic-3000/nicholson-place,suburb street,0,2,2.0
https://www.yourpropertyguide.com.au/suburbs/deception-bay-qld-4508,suburb profile,0,2,8.0
https://www.yourpropertyguide.com.au/property/1-birkdale-place-currambine-wa-6028,other,0,2,5.0
https://www.yourpropertyguide.com.au/suburbs/doonside-nsw-2767/mundin-street,suburb street,0,2,7.0
https://www.yourpropertyguide.com.au/postcodes/2289,postcodes,0,2,8.0
https://www.yourpropertyguide.com.au/suburbs/melbourne-vic-3000/rainbow-alley,suburb street,0,2,8.0
https://www.yourpropertyguide.com.au/suburbs/wallan-vic-3756/freeway-drive,suburb street,0,2,6.0
https://www.yourpropertyguide.com.au/property/42-narani-crescent-northbridge-nsw-2063,other,0,2,8.0
https://www.yourpropertyguide.com.au/suburbs/caboolture-qld-4510/ardrossan-road,suburb street,0,2,5.5
https://www.yourpropertyguide.com.au/suburbs/burpengary-qld-4505/chestnut-drive,suburb street,0,2,5.0
https://www.yourpropertyguide.com.au/property/14-charlemont-terrace-bella-vista-nsw-2153,other,0,2,7.0
https://www.yourpropertyguide.com.au/postcodes/3268,postcodes,0,2,10.0
https://www.yourpropertyguide.com.au/property/8-westwind-place-currambine-wa-6028,other,0,2,9.0
https://www.yourpropertyguide.com.au/schools/mentone-grammar-school-46184,schools,0,2,6.0
https://www.yourpropertyguide.com.au/suburbs/wallan-vic-3756/berry-saltbush-drive,suburb street,0,2,10.0
https://www.yourpropertyguide.com.au/suburbs/koroit-vic-3282,suburb profile,0,2,6.0
https://www.yourpropertyguide.com.au/guides/granny-flat-guide-qld,guides,0,2,4.0
https://www.yourpropertyguide.com.au/postcodes/2533,postcodes,0,2,9.0
https://www.yourpropertyguide.com.au/suburbs/fortitude-valley-bc-qld-4006,suburb profile,0,2,9.0
https://www.yourpropertyguide.com.au/suburbs/moura-qld-4718,suburb profile,0,2,4.0
https://www.yourpropertyguide.com.au/postcodes/4716,postcodes,0,2,8.0
https://www.yourpropertyguide.com.au/postcodes/4060,postcodes,0,2,4.0
https://www.yourpropertyguide.com.au/property/87-frizzells-road-woodgate-qld-4660,other,0,2,7.0
https://www.yourpropertyguide.com.au/property/42-macgregor-street-suffolk-park-nsw-2481,other,0,2,7.0
https://www.yourpropertyguide.com.au/property/3-waterfall-crescent-bella-vista-nsw-2153,other,0,2,6.0
https://www.yourpropertyguide.com.au/suburbs/allambie-nsw-2100,suburb profile,0,2,7.0
https://www.yourpropertyguide.com.au/postcodes/9999,postcodes,0,2,8.0
https://www.yourpropertyguide.com.au/suburbs/windsor-gardens-sa-5087,suburb profile,0,2,7.0
https://www.yourpropertyguide.com.au/suburbs/old-noarlunga-sa-5168,suburb profile,0,2,6.0
https://www.yourpropertyguide.com.au/suburbs/avoca-beach-nsw-2251,suburb profile,0,2,8.0
https://www.yourpropertyguide.com.au/schools/st-justin-s-catholic-primary-school-50387/vs/oran-park-anglican-college-50494,schools,0,2,2.0
https://www.yourpropertyguide.com.au/guides/first-home-buyer-nt,guides,0,2,8.0
https://www.yourpropertyguide.com.au/property/55-onkaparinga-valley-road-balhannah-sa-5242,other,0,2,3.0
https://www.yourpropertyguide.com.au/suburbs/queens-park-wa-6107,suburb profile,0,2,10.0
https://www.yourpropertyguide.com.au/suburbs/kirribilli-nsw-2061,suburb profile,0,2,8.0
https://www.yourpropertyguide.com.au/suburbs/mudgeeraba-qld-4213,suburb profile,0,2,9.0
https://www.yourpropertyguide.com.au/suburbs/malvern-vic-3144,suburb profile,0,2,8.0
https://www.yourpropertyguide.com.au/suburbs/bokarina-qld-4575/schools,suburb schools,0,2,5.0
https://www.yourpropertyguide.com.au/suburbs/hazelmere-wa-6055,suburb profile,0,2,8.0
https://www.yourpropertyguide.com.au/postcodes/2074,postcodes,0,2,8.0
https://www.yourpropertyguide.com.au/compare,compare,0,2,4.0
https://www.yourpropertyguide.com.au/suburbs/parwan-vic-3340/schools,suburb schools,0,2,9.0
https://www.yourpropertyguide.com.au/postcodes/2579,postcodes,0,2,8.0
https://www.yourpropertyguide.com.au/suburbs/adelaide-sa-5000/rental-market,suburb rental-market,0,2,6.0
https://www.yourpropertyguide.com.au/postcodes/2263,postcodes,0,2,9.0
https://www.yourpropertyguide.com.au/suburbs/wilcannia-nsw-2836,suburb profile,0,2,10.0
https://www.yourpropertyguide.com.au/postcodes/2299,postcodes,0,2,8.0
https://www.yourpropertyguide.com.au/suburbs/mambourin-vic-3024,suburb profile,0,2,9.0
https://www.yourpropertyguide.com.au/suburbs/hillcrest-qld-4118,suburb profile,0,2,17.0
https://www.yourpropertyguide.com.au/postcodes/2298,postcodes,0,2,6.0
https://www.yourpropertyguide.com.au/best-suburbs,best-suburbs,0,1,3.0
https://www.yourpropertyguide.com.au/suburbs/gregory-river-qld-4660,suburb profile,0,1,7.0
https://www.yourpropertyguide.com.au/postcodes/3083,postcodes,0,1,6.0
https://www.yourpropertyguide.com.au/suburbs/ewingsdale-nsw-2481,suburb profile,0,1,6.0
https://www.yourpropertyguide.com.au/property/76-elof-road-caboolture-qld-4510,other,0,1,3.0
https://www.yourpropertyguide.com.au/schools/mount-barker-primary-school-49244,schools,0,1,19.0
https://www.yourpropertyguide.com.au/property/unit-2-68-elof-road-caboolture-qld-4510,other,0,1,4.0
https://www.yourpropertyguide.com.au/suburbs/gollan-nsw-2820/bullaburra-road,suburb street,0,1,1.0
https://www.yourpropertyguide.com.au/suburbs/narangba-qld-4504/tibrogargan-drive,suburb street,0,1,9.0
https://www.yourpropertyguide.com.au/postcodes/2794,postcodes,0,1,9.0
https://www.yourpropertyguide.com.au/suburbs/bradfield-nsw-2556,suburb profile,0,1,8.0
https://www.yourpropertyguide.com.au/suburbs/clontarf-nsw-2093/rental-market,suburb rental-market,0,1,5.0
https://www.yourpropertyguide.com.au/suburbs/burpengary-qld-4505/acacia-street,suburb street,0,1,8.0
https://www.yourpropertyguide.com.au/suburbs/caboolture-qld-4510/lynfield-drive,suburb street,0,1,9.0
https://www.yourpropertyguide.com.au/suburbs/humpty-doo-nt-0836/hayball-road,suburb street,0,1,5.0
https://www.yourpropertyguide.com.au/suburbs/bradfield-nsw-2556/medich-place,suburb street,0,1,10.0
https://www.yourpropertyguide.com.au/suburbs/caboolture-qld-4510/jacques-close,suburb street,0,1,9.0
https://www.yourpropertyguide.com.au/suburbs/burpengary-qld-4505/welsh-street,suburb street,0,1,6.0
https://www.yourpropertyguide.com.au/postcodes/3216,postcodes,0,1,4.0
https://www.yourpropertyguide.com.au/suburbs/bella-vista-nsw-2153/prestige-avenue,suburb street,0,1,10.0
https://www.yourpropertyguide.com.au/postcodes/2156,postcodes,0,1,9.0
https://www.yourpropertyguide.com.au/postcodes/2439,postcodes,0,1,10.0
https://www.yourpropertyguide.com.au/suburbs/caboolture-qld-4510/waterview-crescent,suburb street,0,1,6.0
https://www.yourpropertyguide.com.au/suburbs/wallan-vic-3756/teatree-lane,suburb street,0,1,10.0
https://www.yourpropertyguide.com.au/suburbs/sunnybank-hills-qld-4109,suburb profile,0,1,3.0
https://www.yourpropertyguide.com.au/suburbs/mansfield-dc-qld-4122,suburb profile,0,1,9.0
https://www.yourpropertyguide.com.au/suburbs/burpengary-qld-4505/redgum-drive,suburb street,0,1,6.0
https://www.yourpropertyguide.com.au/suburbs/northbridge-nsw-2063/bourmac-avenue,suburb street,0,1,10.0
https://www.yourpropertyguide.com.au/suburbs/bulga-forest-nsw-2429,suburb profile,0,1,10.0
https://www.yourpropertyguide.com.au/suburbs/depot-hill-qld-4700,suburb profile,0,1,9.0
https://www.yourpropertyguide.com.au/suburbs/bayview-nsw-2104/cabbage-tree-road,suburb street,0,1,9.0
https://www.yourpropertyguide.com.au/property/75-kennedy-road-humpty-doo-nt-0836,other,0,1,3.0
https://www.yourpropertyguide.com.au/suburbs/aldershot-qld-4650/stein-road,suburb street,0,1,4.0
https://www.yourpropertyguide.com.au/suburbs/morayfield-qld-4506/carol-street,suburb street,0,1,7.0
https://www.yourpropertyguide.com.au/suburbs/clontarf-nsw-2093/amiens-road,suburb street,0,1,3.0
https://www.yourpropertyguide.com.au/suburbs/port-of-brisbane-qld-4178,suburb profile,0,1,10.0
https://www.yourpropertyguide.com.au/property/786-malvern-road-belcong-qld-4723,other,0,1,9.0
https://www.yourpropertyguide.com.au/suburbs/caboolture-qld-4510/craigslea-drive,suburb street,0,1,9.0
https://www.yourpropertyguide.com.au/suburbs/morayfield-qld-4506/mosset-street,suburb street,0,1,10.0
https://www.yourpropertyguide.com.au/suburbs/caboolture-qld-4510/mareli-street,suburb street,0,1,8.0
https://www.yourpropertyguide.com.au/suburbs/longueville-nsw-2066/stuart-street,suburb street,0,1,8.0
https://www.yourpropertyguide.com.au/suburbs/caboolture-qld-4510/joyner-circuit,suburb street,0,1,7.0
https://www.yourpropertyguide.com.au/suburbs/longueville-nsw-2066/river-road-w,suburb street,0,1,6.0
https://www.yourpropertyguide.com.au/suburbs/melbourne-vic-3000/blender-lane,suburb street,0,1,8.0
https://www.yourpropertyguide.com.au/postcodes/2529,postcodes,0,1,9.0
https://www.yourpropertyguide.com.au/postcodes/5214,postcodes,0,1,10.0
https://www.yourpropertyguide.com.au/suburbs/morayfield-qld-4506/prospect-circuit,suburb street,0,1,8.0
https://www.yourpropertyguide.com.au/property/4-paddington-avenue-currambine-wa-6028,other,0,1,5.0
https://www.yourpropertyguide.com.au/suburbs/wallan-vic-3756/boronia-avenue,suburb street,0,1,9.0
https://www.yourpropertyguide.com.au/suburbs/longueville-nsw-2066/kenneth-street,suburb street,0,1,5.0
https://www.yourpropertyguide.com.au/suburbs/badgerys-creek-nsw-2555,suburb profile,0,1,9.0
https://www.yourpropertyguide.com.au/postcodes/4568,postcodes,0,1,10.0
https://www.yourpropertyguide.com.au/postcodes/2083,postcodes,0,1,7.0
https://www.yourpropertyguide.com.au/property/unit-50-3-sunlander-drive-currambine-wa-6028,other,0,1,5.0
https://www.yourpropertyguide.com.au/property/8-henry-court-buxton-qld-4660,other,0,1,7.0
https://www.yourpropertyguide.com.au/suburbs/adelaide-sa-5000/rosina-street,suburb street,0,1,8.0
https://www.yourpropertyguide.com.au/suburbs/buxton-qld-4660/gregory-street,suburb street,0,1,7.0
https://www.yourpropertyguide.com.au/suburbs/galiwinku-nt-0822,suburb profile,0,1,9.0
https://www.yourpropertyguide.com.au/property/unit-5-28-lower-king-street-caboolture-qld-4510,other,0,1,3.0
https://www.yourpropertyguide.com.au/property/unit-5-27-barina-downs-road-bella-vista-nsw-2153,other,0,1,5.0
https://www.yourpropertyguide.com.au/suburbs/caboolture-qld-4510/mendrina-close,suburb street,0,1,7.0
https://www.yourpropertyguide.com.au/suburbs/myrtletown-qld-4008,suburb profile,0,1,5.0
https://www.yourpropertyguide.com.au/suburbs/adelaide-sa-5000/elizabeth-street,suburb street,0,1,2.0
https://www.yourpropertyguide.com.au/suburbs/bella-vista-nsw-2153/charlemont-terrace,suburb street,0,1,5.0
https://www.yourpropertyguide.com.au/property/25-bimbadgen-place-bella-vista-nsw-2153,other,0,1,8.0
https://www.yourpropertyguide.com.au/suburbs/wallan-vic-3756/moss-street,suburb street,0,1,5.0
https://www.yourpropertyguide.com.au/property/1-tailor-street-woodgate-qld-4660,other,0,1,8.0
https://www.yourpropertyguide.com.au/suburbs/northbridge-nsw-2063/dalmeny-road,suburb street,0,1,9.0
https://www.yourpropertyguide.com.au/suburbs/morayfield-qld-4506/rosalie-way,suburb street,0,1,4.0
https://www.yourpropertyguide.com.au/property/16-harbour-view-street-clontarf-nsw-2093,other,0,1,8.0
https://www.yourpropertyguide.com.au/suburbs/caboolture-qld-4510/kestrel-street,suburb street,0,1,4.0
https://www.yourpropertyguide.com.au/suburbs/tarneit-vic-3029,suburb profile,0,1,9.0
https://www.yourpropertyguide.com.au/postcodes/2044,postcodes,0,1,9.0
https://www.yourpropertyguide.com.au/postcodes/4025,postcodes,0,1,7.0
https://www.yourpropertyguide.com.au/suburbs/new-lambton-heights-nsw-2305,suburb profile,0,1,8.0
https://www.yourpropertyguide.com.au/property/41-beatrice-street-clontarf-nsw-2093,other,0,1,7.0
https://www.yourpropertyguide.com.au/suburbs/ingleside-nsw-2101/addison-road,suburb street,0,1,9.0
https://www.yourpropertyguide.com.au/postcodes/2766,postcodes,0,1,8.0
https://www.yourpropertyguide.com.au/suburbs/balhannah-sa-5242/spoehr-road,suburb street,0,1,10.0
https://www.yourpropertyguide.com.au/suburbs/ewingsdale-nsw-2481/tahra-crescent,suburb street,0,1,5.0
https://www.yourpropertyguide.com.au/postcodes/2066,postcodes,0,1,9.0
https://www.yourpropertyguide.com.au/property/21-moss-avenue-wallan-vic-3756,other,0,1,7.0
https://www.yourpropertyguide.com.au/postcodes/2423,postcodes,0,1,7.0
https://www.yourpropertyguide.com.au/suburbs/karuah-nsw-2324,suburb profile,0,1,5.0
https://www.yourpropertyguide.com.au/suburbs/adelaide-sa-5000/french-street,suburb street,0,1,5.0
https://www.yourpropertyguide.com.au/postcodes/2147,postcodes,0,1,5.0
https://www.yourpropertyguide.com.au/property/60-cliff-avenue-northbridge-nsw-2063,other,0,1,5.0
https://www.yourpropertyguide.com.au/suburbs/morayfield-qld-4506/notus-drive,suburb street,0,1,6.0
https://www.yourpropertyguide.com.au/suburbs/bella-vista-nsw-2153/bronzewing-terrace,suburb street,0,1,8.0
https://www.yourpropertyguide.com.au/suburbs/wallan-vic-3756/belladonna-circuit,suburb street,0,1,7.0
https://www.yourpropertyguide.com.au/suburbs/bundaberg-qld-4670,suburb profile,0,1,8.0
https://www.yourpropertyguide.com.au/suburbs/morayfield-qld-4506/bristlebird-drive,suburb street,0,1,9.0
https://www.yourpropertyguide.com.au/postcodes/2379,postcodes,0,1,6.0
https://www.yourpropertyguide.com.au/suburbs/goobarragandra-nsw-2720,suburb profile,0,1,3.0
https://www.yourpropertyguide.com.au/suburbs/caboolture-qld-4510/boyle-street,suburb street,0,1,7.0
https://www.yourpropertyguide.com.au/property/51-teak-circuit-suffolk-park-nsw-2481,other,0,1,5.0
https://www.yourpropertyguide.com.au/postcodes/3730,postcodes,0,1,8.0
https://www.yourpropertyguide.com.au/postcodes/6167,postcodes,0,1,7.0
https://www.yourpropertyguide.com.au/property/4a-meridian-place-bella-vista-nsw-2153,other,0,1,9.0
https://www.yourpropertyguide.com.au/property/7-yarrandi-place-longueville-nsw-2066,other,0,1,8.0
https://www.yourpropertyguide.com.au/suburbs/springwood-bc-qld-4127,suburb profile,0,1,6.0
https://www.yourpropertyguide.com.au/suburbs/spring-creek-qld-4420,suburb profile,0,1,10.0
https://www.yourpropertyguide.com.au/suburbs/kambah-act-2902/vs/waramanga-act-2611,suburb vs,0,1,1.0
https://www.yourpropertyguide.com.au/suburbs/wonboyn-nsw-2551,suburb profile,0,1,2.0
https://www.yourpropertyguide.com.au/suburbs/broken-hill-nsw-2880,suburb profile,0,1,7.0
https://www.yourpropertyguide.com.au/suburbs/mount-moffatt-qld-4465,suburb profile,0,1,3.0
https://www.yourpropertyguide.com.au/suburbs/tingalpa-dc-qld-4173,suburb profile,0,1,5.0
https://www.yourpropertyguide.com.au/postcodes/3862,postcodes,0,1,10.0
https://www.yourpropertyguide.com.au/property/6-wild-horse-road-caboolture-qld-4510,other,0,1,10.0
https://www.yourpropertyguide.com.au/property/21-drummer-street-tin-can-bay-qld-4580,other,0,1,6.0
https://www.yourpropertyguide.com.au/suburbs/charles-darwin-nt-0820,suburb profile,0,1,6.0
https://www.yourpropertyguide.com.au/suburbs/ben-buckler-nsw-2026,suburb profile,0,1,3.0
https://www.yourpropertyguide.com.au/suburbs/seaholme-vic-3018,suburb profile,0,1,10.0
https://www.yourpropertyguide.com.au/suburbs/altona-north-vic-3025/vs/brooklyn-vic-3012,suburb vs,0,1,3.0
https://www.yourpropertyguide.com.au/suburbs/melbourne-vic-3000/coromandel-place,suburb street,0,1,8.0
https://www.yourpropertyguide.com.au/suburbs/bella-vista-nsw-2153/kimberley-court,suburb street,0,1,10.0
https://www.yourpropertyguide.com.au/suburbs/kingsbury-vic-3083,suburb profile,0,1,7.0
https://www.yourpropertyguide.com.au/suburbs/fairfield-nsw-2165,suburb profile,0,1,9.0
https://www.yourpropertyguide.com.au/suburbs/mosman-park-wa-6012,suburb profile,0,1,10.0
https://www.yourpropertyguide.com.au/suburbs/yass-nsw-2582,suburb profile,0,1,8.0
https://www.yourpropertyguide.com.au/schools/southern-montessori-school-49796,schools,0,1,6.0
https://www.yourpropertyguide.com.au/suburbs/wingham-nsw-2429,suburb profile,0,1,4.0
https://www.yourpropertyguide.com.au/suburbs/hillcrest-tas-7320/schools,suburb schools,0,1,7.0
https://www.yourpropertyguide.com.au/suburbs/new-farm-qld-4005,suburb profile,0,1,9.0
https://www.yourpropertyguide.com.au/schools/preston-high-school-52699,schools,0,1,5.0
https://www.yourpropertyguide.com.au/suburbs/wayville-sa-5034,suburb profile,0,1,10.0
https://www.yourpropertyguide.com.au/suburbs/carlton-vic-3000,suburb profile,0,1,9.0
https://www.yourpropertyguide.com.au/schools/trinity-lutheran-college-47977,schools,0,1,11.0
https://www.yourpropertyguide.com.au/suburbs/henrietta-tas-7325/schools,suburb schools,0,1,10.0
https://www.yourpropertyguide.com.au/property/10-dupont-avenue-city-beach-wa-6015,other,0,1,5.0
https://www.yourpropertyguide.com.au/suburbs/girrawheen-wa-6064,suburb profile,0,1,4.0
https://www.yourpropertyguide.com.au/suburbs/benger-wa-6223,suburb profile,0,1,9.0
https://www.yourpropertyguide.com.au/suburbs/sylvania-southgate-nsw-2224,suburb profile,0,1,6.0
https://www.yourpropertyguide.com.au/postcodes/2035,postcodes,0,1,6.0
https://www.yourpropertyguide.com.au/postcodes/4120,postcodes,0,1,10.0
https://www.yourpropertyguide.com.au/postcodes/2177,postcodes,0,1,10.0
https://www.yourpropertyguide.com.au/property/28-brighton-drive-bella-vista-nsw-2153,other,0,1,4.0
https://www.yourpropertyguide.com.au/guides/real-estate-commission-nt,guides,0,1,10.0
https://www.yourpropertyguide.com.au/property/59-ann-maree-drive-caboolture-qld-4510,other,0,1,4.0
https://www.yourpropertyguide.com.au/property/2-wrightland-place-arndell-park-nsw-2148,other,0,1,7.0
https://www.yourpropertyguide.com.au/guides/canberra-act-property-market-2026,guides,0,1,6.0
https://www.yourpropertyguide.com.au/postcodes/3084,postcodes,0,1,7.0
https://www.yourpropertyguide.com.au/property/9-squill-place-arndell-park-nsw-2148,other,0,1,4.0
https://www.yourpropertyguide.com.au/guides/hobart-tasmania-property-market-2026,guides,0,1,8.0
https://www.yourpropertyguide.com.au/suburbs/adamstown-nsw-2289,suburb profile,0,1,10.0
https://www.yourpropertyguide.com.au/suburbs/oak-flats-nsw-2529,suburb profile,0,1,9.0
https://www.yourpropertyguide.com.au/suburbs/melrose-park-dc-sa-5039,suburb profile,0,1,9.0
https://www.yourpropertyguide.com.au/suburbs/oatley-nsw-2223,suburb profile,0,1,10.0
https://www.yourpropertyguide.com.au/suburbs/moorvale-qld-4105,suburb profile,0,1,7.0
https://www.yourpropertyguide.com.au/suburbs/mount-ive-sa-5717,suburb profile,0,1,5.0
https://www.yourpropertyguide.com.au/suburbs/sunnybank-south-qld-4109,suburb profile,0,1,9.0
https://www.yourpropertyguide.com.au/suburbs/rivett-act-2611,suburb profile,0,1,4.0
https://www.yourpropertyguide.com.au/suburbs/melbourne-vic-3000/st-kilda-road,suburb street,0,1,2.0
https://www.yourpropertyguide.com.au/suburbs/redcliffe-north-qld-4020/vs/scarborough-qld-4020,suburb vs,0,1,6.0
https://www.yourpropertyguide.com.au/suburbs/marburg-qld-4346,suburb profile,0,1,10.0
https://www.yourpropertyguide.com.au/suburbs/sapphire-central-qld-4702,suburb profile,0,1,10.0
https://www.yourpropertyguide.com.au/suburbs/manly-nsw-2095,suburb profile,0,1,9.0
https://www.yourpropertyguide.com.au/suburbs/wickham-nt-0822,suburb profile,0,1,7.0
https://www.yourpropertyguide.com.au/suburbs/tonsley-sa-5042,suburb profile,0,1,8.0
https://www.yourpropertyguide.com.au/suburbs/chambers-flat-qld-4133,suburb profile,0,1,10.0
https://www.yourpropertyguide.com.au/suburbs/caboolture-qld-4510/priory-close,suburb street,0,1,6.0
https://www.yourpropertyguide.com.au/suburbs/middle-park-vic-3206,suburb profile,0,1,9.0
https://www.yourpropertyguide.com.au/suburbs/linden-park-sa-5065,suburb profile,0,1,10.0
https://www.yourpropertyguide.com.au/property/22-grassdale-crescent-morayfield-qld-4506,other,0,1,7.0
https://www.yourpropertyguide.com.au/suburbs/taren-point-nsw-2229,suburb profile,0,1,6.0
https://www.yourpropertyguide.com.au/suburbs/mount-gambier-sa-5291,suburb profile,0,1,10.0
